航空航天类	DL012301	2023300399	100	30	70
航空航天类	DL012301	2023300408	100	30	70
航空航天类	DL012303	2023300448	87	21	66
航空航天类	DL012303	2023300472	84	27	57
航空航天类	DL012304	2023300497	92	27	65
航空航天类	DL012305	2023300499	96	27	69
航空航天类	DL012305	2023300502	93	27	66
航空航天类	DL012305	2023300507	84	27	57
航空航天类	DL012306	2023300537	100	30	70
航空航天类	DL012307	2023300557	79	24	55
航空航天类	DL012308	2023300576	96	30	66
航空航天类	DL012308	2023300582	96	30	66
航空航天类	DL012309	2023300600	83	30	53
航空航天类	DL012309	2023300609	85	27	58
航空航天类	DL012311	2023300653	94	24	70
航空航天类	DL012311	2023300655	96	30	66
航空航天类	DL012312	2023300673	93	27	66
航空航天类	DL012312	2023300675	85	27	58
航空航天类	DL012312	2023300676	90	24	66
航空航天类	DL012312	2023300688	95	30	65
航空航天类	DL012313	2023300700	90	24	66
航空航天类	DL012314	2023300732	81	27	54
航空航天类	DL012315	2023300748	95	30	65
航空航天类	DL012315	2023300753	100	30	70
航空航天类	DL012315	2023300756	100	30	70
航空航天类	DL012316	2023300774	89	27	62
航空航天类	DL012316	2023300778	74	21	53
航空航天类	DL012317	2023300801	93	27	66
航空航天类	DL012318	2023300816	72	24	48
航空航天类	DL012318	2023300824	81	24	57
航空航天类	DL012318	2023300830	78	21	57
航空航天类	DL012318	2023300838	85	21	64
航空航天类	DL012319	2023300844	90	24	66
航空航天类	DL012319	2023300856	91	21	70
航空航天类	DL012320	2023300871	97	27	70
航空航天类	DL012320	2023300875	68	24	44
航空航天类	DL012320	2023300881	97	27	70
航空航天类	DL012320	2023300886	81	24	57
航空航天类	DL012321	2023300899	96	30	66
航空航天类	DL012321	2023300902	76	18	58
航空航天类	DL012321	2023300914	75	18	57
航空航天类	DL012321	2023300918	81	24	57
智能制造类	DL042301	2023301510	70	18	52
智能制造类	DL042301	2023301513	100	30	70
智能制造类	DL042301	2023301521	93	27	66
智能制造类	DL042302	2023301535	100	30	70
智能制造类	DL042302	2023301543	82	24	58
智能制造类	DL042302	2023301548	63	24	39
智能制造类	DL042302	2023301553	97	27	70
智能制造类	DL042303	2023301555	78	24	54
智能制造类	DL042303	2023301577	90	30	60
智能制造类	DL042304	2023301580	100	30	70
智能制造类	DL042304	2023301599	80	27	53
智能制造类	DL042304	2023301600	97	27	70
智能制造类	DL042305	2023301608	93	27	66
智能制造类	DL042305	2023301612	79	27	52
智能制造类	DL042305	2023301619	96	30	66
智能制造类	DL042305	2023301620	89	27	62
智能制造类	DL042306	2023301629	100	30	70
智能制造类	DL042306	2023301635	96	30	66
智能制造类	DL042306	2023301643	96	30	66
智能制造类	DL042307	2023301653	96	27	69
智能制造类	DL042307	2023301664	100	30	70
智能制造类	DL042307	2023301665	85	27	58
智能制造类	DL042308	2023301670	100	30	70
智能制造类	DL042308	2023301671	85	24	61
智能制造类	DL042308	2023301686	100	30	70
智能制造类	DL042308	2023301688	97	27	70
智能制造类	DL042309	2023301694	100	30	70
智能制造类	DL042309	2023301695	77	24	53
智能制造类	DL042309	2023301706	86	21	65
智能制造类	DL042309	2023301708	100	30	70
智能制造类	DL042310	2023301722	99	30	69
智能制造类	DL042310	2023301733	96	30	66
智能制造类	DL042311	2023301742	92	27	65
智能制造类	DL042311	2023301749	93	27	66
智能制造类	DL042311	2023301761	82	30	52
信息类	DL062301	2023302016	81	24	57
信息类	DL062301	2023302021	97	27	70
信息类	DL062302	2023302026	88	30	58
信息类	DL062302	2023302036	91	30	61
信息类	DL062303	2023302050	100	30	70
信息类	DL062303	2023302066	92	30	62
信息类	DL062304	2023302086	87	27	60
信息类	DL062304	2023302091	100	30	70
信息类	DL062305	2023302096	90	24	66
信息类	DL062305	2023302116	74	21	53
信息类	DL062306	2023302128	96	30	66
信息类	DL062306	2023302130	89	27	62
信息类	DL062306	2023302140	85	27	58
信息类	DL062307	2023302143	100	30	70
信息类	DL062308	2023302170	100	30	70
信息类	DL062308	2023302186	88	27	61
信息类	DL062309	2023302191	82	24	58
信息类	DL062309	2023302194	88	27	61
信息类	DL062310	2023302212	97	27	70
信息类	DL062313	2023302284	95	30	65
信息类	DL062313	2023302299	82	27	55
信息类	DL062314	2023302311	97	27	70
信息类	DL062316	2023302362	63	18	45
信息类	DL062316	2023302363	93	27	66
信息类	DL062316	2023302365	88	27	61
信息类	DL062316	2023302366	69	21	48
信息类	DL062316	2023302367	71	21	50
信息类	DL062316	2023302369	88	27	61
信息类	DL062317	2023302382	97	27	70
信息类	DL062317	2023302385	96	30	66
信息类	DL062317	2023302390	78	24	54
信息类	DL062317	2023302396	100	30	70
信息类	DL062318	2023302417	97	27	70
信息类	DL062319	2023302432	79	24	55
信息类	DL062320	2023302456	83	27	56
信息类	DL062320	2023302461	90	27	63
信息类	DL062320	2023302464	76	21	55
信息类	DL062320	2023302470	75	27	48
信息类	DL062321	2023302491	80	27	53
信息类	DL062322	2023302507	97	27	70
信息类	DL062322	2023302510	79	27	52
信息类	DL062322	2023302520	89	27	62
信息类	DL062322	2023302523	93	27	66
信息类	DL062333	2023302795	53	18	35
信息类	DL062333	2023302806	74	21	53
信息类	DL062334	2023302839	56	18	38
信息类	DL062335	2023302842	75	24	51
信息类	DL062335	2023302845	92	27	65
信息类	DL062335	2023302848	100	30	70
信息类	DL062335	2023302852	96	30	66
信息类	DL062336	2023302867	92	30	62
信息类	DL062336	2023302868	88	27	61
信息类	DL062336	2023302881	94	24	70
信息类	DL062337	2023302895	82	27	55
信息类	DL062337	2023302896	67	24	43
信息类	DL062337	2023302899	97	27	70
信息类	DL062337	2023302904	95	30	65
信息类	DL062337	2023302905	95	30	65
信息类	DL062338	2023302927	96	30	66
信息类	DL062338	2023302928	83	27	56
信息类	DL062338	2023302929	74	27	47
信息类	DL062338	2023302941	75	21	54
信息类	DL062339	2023302968	84	24	60
信息类	DL062340	2023302978	96	30	66
信息类	DL062340	2023302979	90	24	66
信息类	DL062340	2023302984	85	27	58
信息类	DL062340	2023302993	87	27	60
信息类	DL062341	2023303008	96	30	66
信息类	DL062341	2023303009	93	27	66
信息类	DL062341	2023303021	75	24	51
信息类	DL062342	2023303036	100	30	70
信息类	DL062342	2023303040	73	21	52
信息类	DL062342	2023303044	95	30	65
信息类	DL062343	2023303048	91	30	61
信息类	DL062343	2023303053	97	27	70
信息类	DL062343	2023303059	76	24	52
信息类	DL062343	2023303069	96	27	69
信息类	DL062344	2023303083	92	27	65
信息类	DL062344	2023303088	96	30	66
信息类	DL062344	2023303090	87	27	60
信息类	DL062344	2023303095	96	30	66
信息类	DL062344	2023303097	56	15	41
信息类	DL062345	2023303099	97	27	70
信息类	DL062345	2023303108	84	27	57
信息类	DL062345	2023303109	73	21	52
信息类	DL062345	2023303111	86	24	62
信息类	DL062345	2023303112	99	30	69
信息类	DL062346	2023303127	87	24	63
信息类	DL062346	2023303135	81	30	51
信息类	DL062346	2023303136	97	27	70
信息类	DL062346	2023303137	70	24	46
信息类	DL062346	2023303141	94	24	70
信息类	DL062347	2023303157	96	30	66
信息类	DL062347	2023303158	65	18	47
信息类	DL062347	2023303172	90	24	66
信息类	DL062347	2023303173	82	27	55
信息类	DL062347	2023303176	84	27	57
信息类	DL062348	2023303181	100	30	70
信息类	DL062348	2023303190	97	27	70
信息类	DL062348	2023303198	92	27	65
信息类	DL062349	2023303206	98	30	68
信息类	DL062349	2023303210	96	30	66
信息类	DL062349	2023303228	96	30	66
信息类	DL062349	2023303229	68	24	44
哲学社会科学类	DL092307	2023303819	93	27	66
力学类	DL102301	2023303875	75	27	48
力学类	DL102301	2023303876	96	30	66
力学类	DL102302	2023303885	91	27	64
力学类	DL102302	2023303887	91	27	64
力学类	DL102302	2023303889	100	30	70
力学类	DL102302	2023303892	100	30	70
力学类	DL102302	2023303904	100	30	70
